strain	date	clade_membership	country	division	division_exposure	gisaid_epi_isl	originating_lab	pangolin_lineage	recency	region	region_exposure	subclade_membership	submitting_lab	url	author	accession	location
hCoV-19/Austria/CeMM2418/2021	2021-01-11	20I/501Y.V1	Austria	Tyrol	Tyrol	EPI_ISL_853746	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Alexandra Popa, Benedikt Agerer,  Jakob-Wendelin Genger, Alexander Lercher, Anna Schedl, Thomas Penz, Michael Schuster, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Germany/NW-RKI-I-014821/2021	2021-01-11	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1144959	MVZ Labor Krone GbR	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/NW-RKI-I-014822/2021	2021-01-11	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_1144960	MVZ Labor Krone GbR	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Germany/BE-ChVir22155/2021	2021-01-11	20I/501Y.V1	Germany	Berlin	Berlin	EPI_ISL_862142	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Charité Universitätsmedizin Berlin, Institut für Virologie	NA	Victor M Corman, Barbara Mühlemann, Jörn Beheim-Schwarzbach, Tobias Bleicker, Julia Tesch, Talitha Veith, Julia Schneider, Terry Jones, Christian Drosten	NA	
hCoV-19/Switzerland/GE-32929122/2021	2021-01-11	20I/501Y.V1	Switzerland	Geneva	Geneva	EPI_ISL_864618	University Hospitals of Geneva, Laboratory of Virology	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	HUG, Laboratory of Virology and the Health2030 Genome Center	NA	Samuel Cordey, Ana Rita Goncalves, Laurent Kaiser, Lorenzo Cerutti, Henri Pegeot, Melyssa Elies, Deborah Penet, Keith Harshman, Ioannis Xenarios, Emmanouil Dermitzakis	NA	
hCoV-19/Switzerland/GE-32929149/2021	2021-01-11	20I/501Y.V1	Switzerland	Geneva	Geneva	EPI_ISL_864617	University Hospitals of Geneva, Laboratory of Virology	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	HUG, Laboratory of Virology and the Health2030 Genome Center	NA	Samuel Cordey, Ana Rita Goncalves, Laurent Kaiser, Lorenzo Cerutti, Henri Pegeot, Melyssa Elies, Deborah Penet, Keith Harshman, Ioannis Xenarios, Emmanouil Dermitzakis	NA	
hCoV-19/Denmark/DCGC-33192/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_870197	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-28205/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_844758	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-30929/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_847217	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33660/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_870670	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33433/2021	2021-01-11	20I/501Y.V1	Denmark	Hovedstaden	Hovedstaden	EPI_ISL_870443	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-28311/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_844759	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33606/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_870616	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33521/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_870531	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-32686/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_869690	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33913/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_870923	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-32965/2021	2021-01-11	20I/501Y.V1	Denmark	Nordjylland	Nordjylland	EPI_ISL_869969	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-36259/2021	2021-01-11	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_927400	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-32789/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_869793	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-31258/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_855638	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33089/2021	2021-01-11	20I/501Y.V1	Denmark	Nordjylland	Nordjylland	EPI_ISL_870094	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33186/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_870191	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-33482/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_870492	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-32909/2021	2021-01-11	20I/501Y.V1	Denmark	Midtjylland	Midtjylland	EPI_ISL_869913	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-44911/2021	2021-01-11	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_1025289	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-28352/2021	2021-01-11	20I/501Y.V1	Denmark	Sjaelland	Sjaelland	EPI_ISL_844763	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/CzechRepublic/FNB15732/2021	2021-01-11	20I/501Y.V1	Czech Republic	Brno	Brno	EPI_ISL_1299992	OKMI FN Brno	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	CEITEC MU	NA	Zdrazilova Dubska L., Dolejska M., Pardy F., Machackova T., Bystry V., Deissova T.	NA	
hCoV-19/CzechRepublic/NRL-1178/2021	2021-01-11	20I/501Y.V1	Czech Republic	Prague	Prague	EPI_ISL_1510323	National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Jirincova,H;Suri,T;Trnka,D;Vecerova,J"	NA	
hCoV-19/Slovakia/UKBA-807/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831671	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Broňa Brejová, Viktória Čabanová, Kristína Boršová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa	NA	
hCoV-19/Slovakia/UKBA-804/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831669	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek	NA	
hCoV-19/Slovakia/UKBA-806/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831673	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Kristína Boršová, Viktória Čabanová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Boris Klempa, Jozef Nosek	NA	
hCoV-19/Slovakia/UKBA-805/2021	2021-01-11	20I/501Y.V1	Slovakia	Bratislava	Bratislava	EPI_ISL_831670	Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Faculty of Natural Sciences, Comenius University, Bratislava	NA	Viktória Čabanová, Kristína Boršová, Broňa Brejová, Viktória Hodorová, Sabina Fumačová Havlíková, Juraj Kopáček, Martina Ličková, Ľubomíra Lukáčiková, Martina Neboháčová, Monika Sláviková, Tomáš Vinař, Jozef Nosek, Boris Klempa	NA	
hCoV-19/Austria/CeMM2298/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934470	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2299/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934471	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2295/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934467	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2310/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934481	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2316/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934487	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2314/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934485	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2297/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934469	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2322/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934492	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2311/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934482	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2284/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934457	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2286/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934459	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2325/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934495	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2300/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934472	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2312/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934483	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2292/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934465	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Austria/CeMM2308/2021	2021-01-11	20I/501Y.V1	Austria	Vienna	Vienna	EPI_ISL_934479	Austrian Agency for Health and Food Safety (AGES)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	NA	Lukas Endler, Anna Schedl, Thomas Penz, Benedikt Agerer, Maelle Le Moing, Michael Schuster, Bekir Erguner, Jan Laine, Martin Senekowitsch, Christoph Bock, Andreas Bergthaler	NA	
hCoV-19/Germany/BY-RKI-I-013840/2021	2021-01-11	20I/501Y.V1	Germany	Bavaria	Bavaria	EPI_ISL_1143976	Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit (LGL)	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Robert Koch Institute	NA	unknown	NA	
hCoV-19/Denmark/DCGC-30495/2021	2021-01-11	20I/501Y.V1	Denmark	Sjaelland	Sjaelland	EPI_ISL_847214	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-40600/2021	2021-01-11	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_972277	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/Denmark/DCGC-31283/2021	2021-01-11	20I/501Y.V1	Denmark	Syddanmark	Syddanmark	EPI_ISL_855663	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Aalborg University	NA	Danish Covid-19 Genome Consortium	NA	
hCoV-19/CzechRepublic/NRL_551-2/2021	2021-01-11	20I/501Y.V1	Czech Republic	Central Bohemian Region	Central Bohemian Region	EPI_ISL_960405	The National Institute of Public Health	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	State Veterinary Institute Prague	NA	"Nagy,A;Vecerova,J;Cernikova,L;Stara,M;Jirincova,H;Trnka,D"	NA	Nymburk
hCoV-19/Germany/NW-ChVir22877/2021	2021-01-12	20I/501Y.V1	Germany	North Rhine-Westphalia	North Rhine-Westphalia	EPI_ISL_912249	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	B.1.1.7	Older	Europe	Europe	20I/501Y.V1	Charité Universitätsmedizin Berlin, Institut für Virologie	NA	Victor M Corman, Barbara Mühlemann, Jörn Beheim-Schwarzbach, Tobias Bleicker, Julia Tesch, Talitha Veith, Julia Schneider, Terry Jones, Christian Drosten	NA	
